location,depth,t3,t4,e1,e2,e3,e4,b1,b2,b3,b4,i1,i2,i3,i4,t1,t2
0.16666666666666666,deep,0.2,0.2,0.3333333333333333,0.3333333333333333,0.0,0.0,3.333333333333333,0.5,0.5,0.7,0.7,0.7,0.8999999999999999,0.8999999999999999,0.5,0.2
0.16666666666666666,middle,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.3333333333333333,1.3333333333333333,0.5,0.5,0.0,0.7,4.066666666666667,0.2,0.2,0.5,0.5
0.16666666666666666,surface,4.708333333333333,0.5,0.5,0.5,0.16666666666666666,1.0833333333333333,1.0833333333333333,0.41666666666666663,0.16666666666666666,1.125,1.125,0.125,0.125,0.125,0.125,0.125
0.5,deep,0.2,0.2,0.2,0.2,0.0,1.25,0.25,0.25,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2
0.5,middle,1.0555555555555556,0.25,0.25,0.25,0.0,1.25,0.25,0.25,1.75,0.0,0.4444444444444444,0.4444444444444444,3.6388888888888893,0.4444444444444444,0.3333333333333333,1.3888888888888888
0.5,surface,3.6861111111111113,0.6666666666666666,0.7916666666666666,0.125,0.125,0.9083333333333332,0.9083333333333332,0.325,0.125,0.8611111111111112,0.8611111111111112,0.1111111111111111,3.4222222222222225,0.8611111111111112,0.1111111111111111,0.1111111111111111
